code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
0000200000296,100% WALKERS GREAT BRITISH POTATOES LEGENDARY READ,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt, Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid) ALLERGY ADVICE MAY CONTAIN: Milk, Soya, Mustard, Wheat and other cereals containing gluten. Packaged in a Protective Atmosphere WALKERS, and the WALKERS Logo, are registered trademarks 2026. Find out how you can recycle this packet in store at walkers.co.uk/recycle",,,"E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E392 - Extracts of rosemary",,,,,,PENDING
0000200000812,SMITHS CHIPSTICKS 17ge SALT N' VINEGAR FLAVOUR MAI,"Maize, Rapeseed Oil, Potato Granules, Salt and Vinegar Flavour (Flavouring, Salt, Acid (Citric Acid), Flavour Enhancers (Monosodium Glutamate, Disodium 5'Ribonucleotide), Potassium Chloride] Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard Suitable for Vegetarians 200000812 17ge Gacor AFE",,,"E330 - Citric acid,E621 - Monosodium glutamate,E635 - Disodium 5'-ribonucleotide",,,,,,PENDING
0000200001000,sge SUNK HIGH IN FIBRE BITES SOUR CREAM 100% WHOLE,"WHOLEGRAINS (Whole corn, Whole Wheat, Whole Brown Rice Flour, Whole Oat Flour) 82% SUNFLOWER OIL, SEASONING (Flavourings (contain Milk, Onion Powder, Black Pepper) Salt, Whey Powder (from Milk), Sugar, Potassium Chloride Acidity Regulator (Citric Acid) Suga ALLERGY ADVICE Contains: See ingredients in bold May Contain: Barley, Soya If dissatisfied, tell us why, where purchased and send the pack(s) and its contents to: Consumer Experience-SUN, PO BOX 23 Leicester, LE4 8ZU, UK. EU: SUN, c/o Dublin 18,018 YOYS UK: 0800 274 777 From RO: 1800 509-408 Weekdays Sam-5pm or write to our consumer experience department. Applies to UK and ROI only Please have the product available when contacting us Contact Us form on www.sunbites.co.uk SUN logo is a registered trademark C2026 25ge amcor AFA060326 AXL5",,,,,,,,,PENDING
0000200003080,walkers,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt & Vinegar Seasoning [Flavourings, Acids (Citric Acid, Malic Acid), Potassium Chloride, Salt, Dextrose, Sugar, Yeast Extract], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS ered",,,"E296 - Malic acid,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000200003145,ked e use carefully ty ingredients never fried...,"Potato Flakes, Starch, Rapeseed Oil, Sugar, Emulsifi (Lecithins), Sea Salt Seasoning Sea Salt, Salt, Flavourings), Sunflower Oil, Colour (Annatto Norbixin) ALLERGY ADVICE MAY CONTAIN: MILK, MUSTARD, SOYA WHEAT AND OTHER CEREALS CONTAINING GLUTEN n for More",,,E322 - Lecithins,,,,,,PENDING
0000200008341,BOLDER CRUNCH ICONIC TASTE Doritos TANGY CHEESE FL,"Corn (Maize), Rapeseed Oil, Tangy Cheese Flavour Whey powder (from Milk), Flavouring (contains Milk, Salt, Buttermilk Powder, Cheese Powder (from Milk Tomato Powder, Onion Powder, Potassium Chloride, Sugar, Garlic Powder, Colours (Paprika Extract, Annatto Bixin, Plain Caramell, Acidity Regulators (Citric Acid, Lactic Acid), Milk Protein, Spices, Skimmed Milk Powder, Flavour Enhancer (Disodium 5-Ribonucleotide, Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid Allergy Advice Contains: See highlighted ingredients May Contain: Saya, Wheat and the other Cereals containing gluten Suitable for vegetarians 400042847 4000426",,,"E160b - Annatto,E160bi - Annatto bixin,E160c - Paprika extract,E270 - Lactic acid,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary,E635 - Disodium 5'-ribonucleotide",,,,,,PENDING
0000200008342,BOLDER CRUNCH ICONIC TASTE Doritos COOL ORIGINAL F,"Corn (Maize), Rapeseed Oil, Cool Original Flavour (Salt, Flavouring (contains Milk), Acidity Regulators (Molic Acid, Sodium Acetates, Citric Acid, Flavour Enhancers (Monosodium Glutamate, Disodium 5-Ribonucleotide), Sugar, Glucose Syrup, Onion Powder, Cheese Powder (from Milk, Garlic Powder, Tomato Powder, Potassium Chloride, Spices, Milk Protein, Colour (Annatto Bixin, Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extrac, Citric Acid Allergy Advice Contains: See highlighted ingredients May Contain: Soya, Wheat and the other cereals containing gluten Suitable for Vegetarians. EU: Wolkem UK: 0800 2 esto Your stow Product visit www. Visit us at 2 Doritos & the registered tro MULTIPACK E amco",,,"E160b - Annatto,E160bi - Annatto bixin,E262 - Sodium acetates,E300 - Ascorbic acid,E330 - Citric acid,E392 - Extracts of rosemary,E508 - Potassium chloride,E621 - Monosodium glutamate,E635 - Disodium 5'-ribonucleotide",,,,,,PENDING
0000200008423,Thai sweet chilli sensations,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Thai Sweet Chilli Seasoning [Sugar, Soya Sauce Powder (contains Wheat), Fructose, Flavouring, Hydrolysed Vegetable Protein (contains Soya) Potassium Chloride, Salt, Dried Onion, Dried Red Chilli Flakes, Dried Garlic, Dried Parsley, Dried Tomato, Paprika Powder, Red Bell Pepper Powder Acidity Regulator (Citric Acid), Colour (Paprika Extract)], Firming Agent (Calcium Lactate Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice Contains: See highlighted ingredients May Contain: Milk, Gluten, Barley, Celery, Mustard Suitable for Vegetarians",,,"E160c - Paprika extract,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000200008497,serving contains: Saturates Sugars Salt 0.6g 0.7g,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Tomato Ketchup Seasoning [Sugar, Flavourings, Potassium Chloride, Salt, Tomato Powder, Acid (Citric Acid), Colour (Paprika Extract)], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Wheat, Gluten, Barley, Soya, Celery, Mustard. SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere. WALKERS, and the WALKERS logo are registered Trademarks 2025 The HEINZ trademarks are owned by H.J. Heinz Foods UK Limited and are used under license",,,"E160c - Paprika extract,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000200010200,SOME SEE POTATOES WE SEE POTENTIAL 100% GREAT BRIT,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Roast Chicken Seasoning [Sugar, Potassium Chloride, Salt Flavourings, Onion Powder, Dried Sage, Aciu (Citric Acid), Colour (Paprika Extract)], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS and the WALKERS logo are registered Trademarks 2025",,,"E160c - Paprika extract,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000200010474,"40 SUME SEL POTATOES, WE SEE POTENTIAL 100% GREAT","Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Smoky Bacon Seasoning (Flavourings, Yeast Extract, Salt, Yeast Powder, Potassium Chloride, Acids (Citric Acid, Malic Acid), Colour (Paprika Extract), Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid) Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS and the WALKERS logo are registered Trademarks 2025",,,"E160c - Paprika extract,E296 - Malic acid,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000200010487,JAPAN WALKERS STICKY TERIYAKI FLAVOUR POTATO CRISP,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Teriyaki Sauce Flavour [Sucrose, Flavourings, Fructose, Potassium Chloride, Salt, Mixed Spices (Ginger Powder, Cayenne Chilli Powder, Anise Powder, Clove Powder, Allspice), Smoked Salt, Acid (Citric Acid), Colour (Paprika Extract), Smoked Maltodextrin], Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid). Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten. Suitable for Vegetarians Packaged in a Protective Atmosphere. WALKERS, and the WALKERS logo are registered Trademarks 2025",,,"E160c - Paprika extract,E300 - Ascorbic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
0000000105,Paleta gran reserva - Sierra nevada-,"Thiamin, Biotin, Chromium, Garcinia cambogia fruit extract, Taurine, Green coffee fruit extract, Caffeine, Inositol, Citric Acid, Natural ,  Artificial Flavors, Sucralose, Spirulina Extract, Beta Carotene",,,"E330 - Citric acid,E955 - Sucralose",,,,,,PENDING
00000025,Frog Fuel Power Protein,"glucose syrup, sugar, water, pectin, black carrot concentrate and chlorophyll (color), citric acid, trisodium citrate, natural flavor",,,"E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E330 - Citric acid,E331 - Sodium citrates,E331iii - Trisodium citrate,E440 - Pectins",,,,,,PENDING
00000035,Cardiofitmd,"Oat Fiber, Tahl Gum (Acacia seyal), Apple Fiber, Guar Gum, Rice Bran Fiber, Beet Root Powder, Beet Juice Powder, Rhodiola Root Powder, Bacillus Coagulans, Natural Vanilla and Lemonade Flavors, Other Natural Flavors, Malic Acid, Stevia Leaf Extract, Fumaric Acid, Ginger Root Powder, Tartaric Acid",,,"E296 - Malic acid,E297 - Fumaric acid,E334 - L(+)-tartaric acid,E412 - Guar gum,E960 - Steviol glycosides",,,,,,PENDING
00000037,Sea Moss Gummies,"Glucose Syrup, Sugar, Water, Citric Acid, Pectin, Natural Flavors, Sodium Citrate, Coconut Oil, Carnauba Wax",,,"E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins,E903 - Carnauba wax",,,,,,PENDING
00000042,Multivitamins & Minerals,"La cellulose Microcristalline, Maltodextrine, Calcium (Carbonate de Calcium), Vitamine C (Acide ascorbique), Magnésium (0xyde de Magnésium), Fécule de maïis, Vitamine B3 (Nicotinamide), Fer (Fumarate Ferreux), Vitamine E (D-a Acétate de tocophéryle), Palmitate d'ascorbyle, Zinc (0xyde de Zinc), Vitamine B5 (Pantothénate de D-Calcium), Vitamine B2 (Riboflavine), Vitamine B6 (Le Chlorhydrate de Pyridoxine), Manganèse (Sulfate de manganèse), Vitamine B1 (Chlorhydrate de Thiamine). Cuivre (Gluconate cuivrique), Vitamine A (Acétate de Rétinyle), Acide folique, lode (lodure de potassium), Vitamine K2 (Menaquinone-7), Sélénium (Sélénite de sodium), Vitamine B12 (Méthyl cobalamine), Biotine, Molybdène (Molybdate de Sodium), Chrome (Picolinate de chrome), Vitamine D3 (Cholécalciférol). Stabilisateurs: Polyvinylpyrrolidone K 30, Hydroxypropyl méthylcellulose",,,"E1201 - Polyvinylpyrrolidone,E304 - Fatty acid esters of ascorbic acid,E304i - Ascorbyl palmitate,E460 - Cellulose,E460i - Microcrystalline cellulose,E464 - Hydroxypropyl methyl cellulose",,,,,,PENDING
00000052,Organic Erythritol Granulated,100% certified organic granulated erythritol,,,E968 - Erythritol,,,,,,PENDING
00000083,Xanthan gum,xanthan gum,,,E415 - Xanthan gum,,,,,,PENDING
00000085,Alimento,"filtered water, grape juice concentrate, pomegranate juice concentrate, malic acid, fumaric acid, natural flavor, sodium citrate, ascorbic acid (vitamin C), red 40, sucralose, acesulfame potassium, blue 1",,,"E129 - Allura red,E133 - Brilliant blue FCF,E296 - Malic acid,E297 - Fumaric acid,E331 - Sodium citrates,E950 - Acesulfame k,E955 - Sucralose",,,,,,PENDING
00000095,Chopped spinach,"Sugar Cane, Glucose Syrup (Corn Syrup), Water, Citrus Pectin, Citric Acid, Sodium Citrate, Natural and Artificial Flavors, Betacarotene.",,,"E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins",,,,,,PENDING
00000100,,"Beetroot extract, Quercetin, L-Citrulline, Schisandra fruit extract, Pomegranate fruit extract, Pine Bark extract, Hawthorn Berry extract, Celery Seed extract, Cane Sugar, Natural Flavors, Citric Acid",en:mustard,,E330 - Citric acid,,,,,,PENDING
00000128,Il caffè del benessere,"bulking agents(microcrystalline cellulose, dicalcium phosphate), vitamin k2 (mk7), anti-caking agents (magnesium stearate)",,,"E341 - Calcium phosphates,E341ii - Dicalcium phosphate,E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",,,,,,PENDING
00000131,Confiture de fraise mara des bois,"Erythritol, Monk Fruit Extract",,,E968 - Erythritol,,,,,,PENDING
00000134,Erythritol,Eritritol (100%). Store in a cool and dry place. Excessive consumption may have a laxative effect. Almacenar en un lugar fresco y seco. Un consumo excesivo puede producir efectos laxantes. Best Before End/ Batch: See package,,,E968 - Erythritol,,,,,,PENDING
00000138,,"HER SUBSTANCES/NAHRSTOFFE UND SONSTIGE STOFFE/ ANDERE STOFFEN/NUTRIENTES Y OTRAS SUSTANCIAS NUTRIMENTS ET AUTRES SUBSTANCES/NUTRIENTI E ALTRE SOSTANZE per dose giomaliera (-8g. 2.s Niacin/Niacine/Niacine daily dosage/pro Tagesdosis/ per dagelijkse desering/ per dosis data par d /2 Messlöffel/2 mantlepels/2 cucharas medidores/2 cuillères de me Creatine monohydrate/Kreatin Monohydrat/Creatine monohydraat/ Monohidrato de creatina/Créatine monohydrate/Creatina Monoidrato Beta-alanine/Beta-Alanin/Beta alanine / Beta alanina L-arginine AKG/L-Arginin AKG/L-arginina AKG Taurine/Taurin/Taurine Citrulline-L-malate/Citrullin-L-Malat/Citrulline-L-malaat/L-malato de citrulina / Citrulline L-malate/Citrullinama L-tyrosine/L-Tyrosin/L-tirosina Caffeine/Koffein/Cafeine/Cafeina/Caféine / Caffeina *300% nutrient reference value according to regulation (EU) 1169/2011./300% Nährstoffbezugswerte laut VO (EU) Nr 1169/2011 volgens de voedingsrichtlijn (EU) n. 1169/2011.7300% porcentaje de la cantidad de referencia con arreglo al reglamento (UE) no. 1169 de la quantité de référence au titre du règlement (UE) N° 1169/2011 par posologie quotidienne recommandée/300% percentuale omaliero di cui al regolamento (UE) n. 1169/2011 EAN: 4260640857341 dry and dark place, out of geschätzt und außerhalb der www Reichweite von Kindem aufbe buiten het licht en buiten een koele, droge plaats, het bereik van kinderen are alejado de la ley had a grey wa alcance de los niños X001FTU38R Best before end, batch number, see print.",,,E369 - Alanin,,,,,,PENDING
00000141,EnergyDiet. Soupe Thai,"proteine isolate di soia, aromi, proteine isolate di pisello, proteine concentrate di riso, proteine in polvere di semi di girasole, proteine di semi di zucca, farina di amaranto, cannella in polvere, sucralosio, glicosidi steviolici da stevia",,,"E955 - Sucralose,E960a - Steviol glycosides from Stevia",,,,,,PENDING
00000152,Pure Creatine Monohydrate,"Sweeteners: erythritol (E-968) and steviol glycosides from stevia (E-960a) (0,3%).",,,"E960a - Steviol glycosides from Stevia,E968 - Erythritol",,,,,,PENDING
00000165,Paradies creme nougat,"Vitamin D3, Vitamin K2, Microcrystalline cellulose, Modified cellulose capsule, Magnesium stearate, Silicon dioxide",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",,,,,,PENDING
00000169,herbalife boisson instantanée thé,"maltodextrine,extrait de feuilles de thé vert 17% ,extrait de feuille de thé orange pekoe 4,7% , arôme, caféine en poudre , édulcorant ( glucoside de stéviol issu de stevia) , poudre de fleur d'hibiscus ( 0,06%) , extrait de graine de cardamole(0,06%)",,,E960a - Steviol glycosides from Stevia,,,,,,PENDING
00000177,Bio Gerstengras Pulver,"Sorbitol, Glycerin , Water, Carboxymethylcellulose sodium, Potassium sorbate",,,"E202 - Potassium sorbate,E420 - Sorbitol,E422 - Glycerol",,,,,,PENDING
00000189,Vegan Protein Mango,"74,2 % d'isolat de protéines de pois. 15% de concentré de protéines de riz. mélange d'arômes (dextrose, acide (acide citrique), arôme naturel, arôme, colorant (beta-carotène), édulcorant (saccharine de sodium)), arôme naturel, épaississant (gomme de guar), arôme. colorant (bêta - carotène), édulcorant (sucralose). Ce produit contien 20 portions.",,,"E160a - Carotene,E160ai - Beta-carotene,E330 - Citric acid,E412 - Guar gum,E954 - Saccharin and its salts,E955 - Sucralose",,,,,,PENDING
00000226,Naturelo,"Methylcellulose coloring, preservatives, flavOng, or ount Per Serving tamin D3 as Plant-based Cholecalciferol from %DV 125 mcg 625% (5,000 IU) Capsule. Formulated and",,,E625 - Magnesium diglutamate,,,,,,PENDING
00000253,Matcha Latte,"Erythritol, Organic Japanese Matcha Green Tea, Monk Fruit Extract",,,E968 - Erythritol,,,,,,PENDING
00000261,Prebiotic Fiber Gummies,"Chicory root fiber, water, pectin, agar agar, tapioca starch, trisodium citrate, citric acid, natural flavors, black carrot concentrate, chlorophyll, carnauba wax.",,,"E140 - Chlorophylls and Chlorophyllins,E140i - Chlorophylls,E330 - Citric acid,E331 - Sodium citrates,E331iii - Trisodium citrate,E406 - Agar,E440 - Pectins,E903 - Carnauba wax",,,,,,PENDING
00000273,Superfruit Organic Freezie Pops,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",,,E412 - Guar gum,,,,,,PENDING
00000281,dreamtime,"Sucre, Reguler d'acidite: E330 (Acide Citrique), Extrait de The Noir (1%), Arco. *Per 20g (as sold/ Pour 20g Per 100g (as sold)/ Pour 100g NUTRITIONAL FACTS/",,,E330 - Citric acid,,,,,,PENDING
00000283,Irish Sea Moss,"Irish Sea Moss Extract 10:1 (Chondrus crispus), Hypromellose, microcrystalline cellulose",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E464 - Hydroxypropyl methyl cellulose",,,,,,PENDING
00000289,Passiflore BIO,"COMPLEMENT ALIMENTAIR Ingrédients pour 3 comprimes Poudre de passiflore parties aériennes&quot; 1200 mg, carbonate de magnesium, talc. Poids net : 90 g Produit issu de l'agriculture biologique FR-BIO-01 Agriculture UE/non U (voir au fond)",,,"E553 - Magnesium silicates,E553b - Talc",,,,,,PENDING
00000310,Miel crémeux,"Tapioca syrup, soluble corn fiber, organic evaporated cane juice, fruit and vegetable juice and pulp powder, cocoa, concord grape, pomegranate, blueberry, green tea, cranberry, ginger root, blackberry, bilberry, raspberry, artichoke leaf, elderberry, black currant, pectin, citric acid, natural flavor, ascorbic acid, coating, organic sunflower oil, organic carnauba wax, sunflower d-alpha tocopherol, tangerine, grape seed, lactic acid",,,"E270 - Lactic acid,E330 - Citric acid,E440 - Pectins,E903 - Carnauba wax",,,,,,PENDING
